Target-ID	Compound-ID	Std-value
CHEMBL4523	CHEMBL4071926	24.0
CHEMBL2815	CHEMBL3673461	8.0
CHEMBL1936	CHEMBL3628808	11.0
CHEMBL1824	CHEMBL195204	2.0
CHEMBL4142	CHEMBL3902110	5.248
CHEMBL3116	CHEMBL3934755	8.0
CHEMBL4247	CHEMBL3687191	5.3
CHEMBL4501	CHEMBL3909180	2.2
CHEMBL4523	CHEMBL2048873	19.0
CHEMBL2508	CHEMBL3702120	3.6
CHEMBL2971	CHEMBL3941211	0.055
CHEMBL4523	CHEMBL3891675	12.0
CHEMBL3973	CHEMBL3969414	16.6
CHEMBL3038469	CHEMBL3335153	10.0
CHEMBL2185	CHEMBL2029910	5.0
CHEMBL1981	CHEMBL519982	2.1
CHEMBL1974	CHEMBL424943	10.0
CHEMBL3920	CHEMBL1080994	0.49
CHEMBL3973	CHEMBL3947740	17.38
CHEMBL2041	CHEMBL3775585	9.7
CHEMBL2637	CHEMBL3220501	2.5
CHEMBL203	CHEMBL3233787	7.0
CHEMBL279	CHEMBL218632	3.0
CHEMBL2971	CHEMBL3642362	26.32
CHEMBL2148	CHEMBL4066236	2.9
CHEMBL4179	CHEMBL3220493	1.0
CHEMBL3650	CHEMBL3908877	2.399
CHEMBL203	CHEMBL517123	28.0
CHEMBL3616	CHEMBL48636	0.6
CHEMBL5407	CHEMBL3687443	0.61
CHEMBL2971	CHEMBL2443139	10.0
CHEMBL2147	CHEMBL1910915	2.0
CHEMBL260	CHEMBL194806	4.4
CHEMBL4501	CHEMBL3948085	1.0
CHEMBL2147	CHEMBL3393700	15.0
CHEMBL2148	CHEMBL3650979	6.5
CHEMBL2147	CHEMBL3892732	3.432
CHEMBL4523	CHEMBL3393720	0.6
CHEMBL4722	CHEMBL3663740	22.0
CHEMBL1844	CHEMBL448117	0.8
CHEMBL2185	CHEMBL1094706	5.0
CHEMBL1936	CHEMBL3335387	10.0
CHEMBL3973	CHEMBL3959201	13.8
CHEMBL2363049	CHEMBL3633145	0.5
CHEMBL5407	CHEMBL4070441	3.0
CHEMBL5407	CHEMBL3651917	6.0
CHEMBL279	CHEMBL385937	2.0
CHEMBL203	CHEMBL1204168	0.66
CHEMBL4142	CHEMBL3981955	5.012
CHEMBL2147	CHEMBL3652017	1.0
CHEMBL3529	CHEMBL3650751	30.0
CHEMBL4439	CHEMBL3634799	7.68
CHEMBL203	CHEMBL2443044	10.0
CHEMBL3650	CHEMBL3951728	8.511
CHEMBL1974	CHEMBL2023490	30.0
CHEMBL4523	CHEMBL3393715	8.0
CHEMBL3529	CHEMBL3955566	30.0
CHEMBL1957	CHEMBL1091644	18.0
CHEMBL2185	CHEMBL2012309	19.0
CHEMBL2508	CHEMBL3702130	3.9
CHEMBL2695	CHEMBL388978	17.15
CHEMBL1913	CHEMBL2023490	10.0
CHEMBL203	CHEMBL243837	12.2
CHEMBL2971	CHEMBL495727	1.2
CHEMBL1957	CHEMBL512054	3.5
CHEMBL3717	CHEMBL1939483	27.0
CHEMBL2148	CHEMBL3359914	28.0
CHEMBL5543	CHEMBL3421969	4.0
CHEMBL4501	CHEMBL3985540	3.9
CHEMBL2959	CHEMBL3911910	30.0
CHEMBL2094126	CHEMBL187816	20.0
CHEMBL4142	CHEMBL3950292	20.42
CHEMBL308	CHEMBL556392	25.0
CHEMBL4282	CHEMBL3672077	30.0
CHEMBL279	CHEMBL1173482	1.0
CHEMBL258	CHEMBL424719	8.0
CHEMBL1936	CHEMBL2158227	12.0
CHEMBL2599	CHEMBL475575	4.0
CHEMBL1862	CHEMBL565801	5.0
CHEMBL203	CHEMBL4062178	7.0
CHEMBL2148	CHEMBL3651018	0.22
CHEMBL4501	CHEMBL3912632	0.8
CHEMBL3973	CHEMBL3974664	22.39
CHEMBL2996	CHEMBL571785	13.0
CHEMBL4898	CHEMBL3678283	0.2
CHEMBL2148	CHEMBL3359918	24.0
CHEMBL4142	CHEMBL4066141	27.0
CHEMBL2971	CHEMBL3939312	0.055
CHEMBL3973	CHEMBL3929914	10.0
CHEMBL2185	CHEMBL1940105	10.0
CHEMBL3920	CHEMBL3908251	2.1
CHEMBL4142	CHEMBL3902961	2.951
CHEMBL4722	CHEMBL3087780	7.0
CHEMBL4937	CHEMBL3981818	23.3
CHEMBL2971	CHEMBL3642288	1.8
CHEMBL1844	CHEMBL450914	7.0
CHEMBL203	CHEMBL3671495	5.0
CHEMBL4501	CHEMBL3895450	4.2
CHEMBL1974	CHEMBL3944875	11.0
CHEMBL1824	CHEMBL514938	14.0
CHEMBL3116	CHEMBL3978185	8.0
CHEMBL4722	CHEMBL3680518	7.4
CHEMBL4501	CHEMBL3675468	6.8
CHEMBL301	CHEMBL272389	16.0
CHEMBL5491	CHEMBL211140	20.0
CHEMBL3529	CHEMBL3650741	30.0
CHEMBL1974	CHEMBL2181331	26.0
CHEMBL203	CHEMBL571040	13.0
CHEMBL2147	CHEMBL3394172	11.0
CHEMBL279	CHEMBL258240	10.0
CHEMBL3650	CHEMBL3984039	1.349
CHEMBL4142	CHEMBL3899891	29.51
CHEMBL4523	CHEMBL3904050	0.6
CHEMBL1936	CHEMBL522892	3.0
CHEMBL279	CHEMBL3109356	28.0
CHEMBL279	CHEMBL360781	19.0
CHEMBL3616	CHEMBL367162	25.0
CHEMBL4523	CHEMBL3651966	2.0
CHEMBL1974	CHEMBL3932614	6.8
CHEMBL2971	CHEMBL1078866	14.0
CHEMBL2971	CHEMBL2062807	0.64
CHEMBL4282	CHEMBL3963487	8.6
CHEMBL2971	CHEMBL2181329	24.0
CHEMBL4722	CHEMBL2170592	5.1
CHEMBL3973	CHEMBL3934080	8.71
CHEMBL1913	CHEMBL2023802	3.0
CHEMBL1824	CHEMBL2408045	3.0
CHEMBL4142	CHEMBL3939332	10.72
CHEMBL5407	CHEMBL3687465	6.29
CHEMBL2599	CHEMBL3622959	19.5
CHEMBL1824	CHEMBL1256425	9.8
CHEMBL203	CHEMBL2029438	0.29
CHEMBL3629	CHEMBL3699292	0.22
CHEMBL2971	CHEMBL3642369	27.42
CHEMBL2147	CHEMBL3959316	20.28
CHEMBL4282	CHEMBL3701757	8.0
CHEMBL301	CHEMBL3648073	10.0
CHEMBL4722	CHEMBL1270399	4.0
CHEMBL2363049	CHEMBL1614725	23.0
CHEMBL5407	CHEMBL3896735	5.335
CHEMBL2094115	CHEMBL274064	19.0
CHEMBL2094126	CHEMBL310840	9.0
CHEMBL4501	CHEMBL3987123	3.4
CHEMBL2815	CHEMBL3676079	8.6
CHEMBL2041	CHEMBL3687215	1.0
CHEMBL3717	CHEMBL3263970	21.0
CHEMBL4523	CHEMBL2017356	5.0
CHEMBL3650	CHEMBL3965482	4.786
CHEMBL2147	CHEMBL4104355	1.0
CHEMBL4722	CHEMBL3680568	0.6
CHEMBL1868	CHEMBL478629	11.0
CHEMBL2959	CHEMBL3902509	30.0
CHEMBL308	CHEMBL2012411	22.0
CHEMBL2185	CHEMBL2011932	29.0
CHEMBL2971	CHEMBL3905748	0.055
CHEMBL3650	CHEMBL3910921	10.0
CHEMBL1907601	CHEMBL3890286	1.4
CHEMBL3920	CHEMBL568923	15.0
CHEMBL3973	CHEMBL3906938	28.84
CHEMBL4142	CHEMBL3967761	6.457
CHEMBL2148	CHEMBL3703490	6.0
CHEMBL3616	CHEMBL76920	4.0
CHEMBL2068	CHEMBL3426225	16.0
CHEMBL2828	CHEMBL3916526	0.9
CHEMBL3142	CHEMBL1242376	30.0
CHEMBL5331	CHEMBL3093625	11.0
CHEMBL5407	CHEMBL3676272	4.0
CHEMBL1907601	CHEMBL3918866	13.0
CHEMBL279	CHEMBL3827178	7.5
CHEMBL3983	CHEMBL3109970	13.0
CHEMBL2971	CHEMBL3799882	8.0
CHEMBL279	CHEMBL1254437	19.0
CHEMBL4523	CHEMBL3892732	7.641
CHEMBL3582	CHEMBL2147538	18.0
CHEMBL4816	CHEMBL2177388	5.0
CHEMBL4501	CHEMBL3906488	2.2
CHEMBL4898	CHEMBL3673481	4.0
CHEMBL2637	CHEMBL4092555	2.0
CHEMBL2148	CHEMBL3651051	7.5
CHEMBL279	CHEMBL445871	14.0
CHEMBL2971	CHEMBL3937204	0.055
CHEMBL3973	CHEMBL3981418	6.026
CHEMBL2148	CHEMBL3919799	0.55
CHEMBL5407	CHEMBL4061176	0.88
CHEMBL3529	CHEMBL3650746	30.0
CHEMBL4523	CHEMBL3651970	17.0
CHEMBL2637	CHEMBL4063964	8.0
CHEMBL203	CHEMBL3344209	17.6
CHEMBL2637	CHEMBL1822149	6.0
CHEMBL2185	CHEMBL3685306	0.22
CHEMBL3920	CHEMBL3977690	1.9
CHEMBL203	CHEMBL94191	29.0
CHEMBL308	CHEMBL79049	20.0
CHEMBL2959	CHEMBL494993	1.0
CHEMBL301	CHEMBL411887	2.0
CHEMBL4523	CHEMBL3905618	1.051
CHEMBL1913	CHEMBL1230609	9.6
CHEMBL2041	CHEMBL3774913	21.0
CHEMBL4247	CHEMBL1642257	10.0
CHEMBL4523	CHEMBL3676281	3.0
CHEMBL4247	CHEMBL3823296	0.39
CHEMBL2508	CHEMBL3237449	29.0
CHEMBL4523	CHEMBL3691922	1.22
CHEMBL5407	CHEMBL3981344	2.145
CHEMBL4523	CHEMBL3687481	1.7
CHEMBL2431	CHEMBL3932335	7.5
CHEMBL2185	CHEMBL2443026	10.0
CHEMBL203	CHEMBL332882	5.0
CHEMBL2971	CHEMBL3652389	13.7
CHEMBL2959	CHEMBL492931	3.0
CHEMBL2094115	CHEMBL316275	23.0
CHEMBL3116	CHEMBL3965161	15.0
CHEMBL4523	CHEMBL1952142	29.0
CHEMBL2147	CHEMBL496786	13.0
CHEMBL3629	CHEMBL3699269	1.5
CHEMBL1913	CHEMBL522892	5.0
CHEMBL258	CHEMBL1076478	6.0
CHEMBL331	CHEMBL461685	0.5
CHEMBL4036	CHEMBL362560	5.0
CHEMBL1907601	CHEMBL4061686	3.1
CHEMBL1824	CHEMBL255656	30.0
CHEMBL203	CHEMBL3765263	1.12
CHEMBL4142	CHEMBL3950069	2.951
CHEMBL2971	CHEMBL3642387	12.82
CHEMBL4722	CHEMBL483158	1.0
CHEMBL258	CHEMBL1085511	22.0
CHEMBL4247	CHEMBL3805741	15.0
CHEMBL4630	CHEMBL2443044	10.0
CHEMBL4142	CHEMBL3933908	16.22
CHEMBL279	CHEMBL202011	15.0
CHEMBL1844	CHEMBL507619	3.2
CHEMBL3650	CHEMBL3937972	0.9772
CHEMBL2147	CHEMBL3393718	0.5
CHEMBL2147	CHEMBL3979464	28.1
CHEMBL2185	CHEMBL3680474	0.94
CHEMBL4282	CHEMBL262341	3.5
CHEMBL1913	CHEMBL230686	15.0
CHEMBL4501	CHEMBL3967166	3.4
CHEMBL2431	CHEMBL597414	8.5
CHEMBL2815	CHEMBL3671156	2.8
CHEMBL1913	CHEMBL1945501	23.0
CHEMBL3650	CHEMBL4062884	1.6
CHEMBL3983	CHEMBL3422084	1.4
CHEMBL4523	CHEMBL3354513	18.0
CHEMBL2971	CHEMBL3642391	11.63
CHEMBL2147	CHEMBL3897323	0.39
CHEMBL1907601	CHEMBL3931560	9.0
CHEMBL279	CHEMBL3964131	1.0
CHEMBL4142	CHEMBL3954396	3.548
CHEMBL1974	CHEMBL3684985	2.9
CHEMBL2147	CHEMBL2035620	24.0
CHEMBL279	CHEMBL4107720	23.0
CHEMBL2147	CHEMBL3922440	5.0
CHEMBL4142	CHEMBL3936421	28.18
CHEMBL1936	CHEMBL3628798	1.0
CHEMBL4501	CHEMBL3675443	3.7
CHEMBL301	CHEMBL1922219	30.0
CHEMBL2971	CHEMBL3593778	17.0
CHEMBL4722	CHEMBL3680582	1.4
CHEMBL279	CHEMBL2386812	26.0
CHEMBL2599	CHEMBL69863	5.0
CHEMBL3973	CHEMBL3892342	1.0
CHEMBL4142	CHEMBL3922453	2.239
CHEMBL2695	CHEMBL1934353	5.0
CHEMBL3650	CHEMBL3915021	13.18
CHEMBL1907602	CHEMBL1825090	5.0
CHEMBL4501	CHEMBL3923786	6.7
CHEMBL2959	CHEMBL494743	2.0
CHEMBL2971	CHEMBL3694578	10.0
CHEMBL1974	CHEMBL3684984	1.4
CHEMBL4523	CHEMBL2017359	12.0
CHEMBL2147	CHEMBL3687528	0.07
CHEMBL279	CHEMBL258453	11.0
CHEMBL2971	CHEMBL1078005	8.0
CHEMBL1974	CHEMBL2151321	2.1
CHEMBL203	CHEMBL160846	8.0
CHEMBL2996	CHEMBL417051	5.0
CHEMBL279	CHEMBL13485	27.0
CHEMBL203	CHEMBL4070640	27.4
CHEMBL4501	CHEMBL3670429	13.7
CHEMBL2637	CHEMBL2216824	0.98
CHEMBL2147	CHEMBL3651918	1.0
CHEMBL4142	CHEMBL3897155	4.266
CHEMBL5331	CHEMBL3093649	13.0
CHEMBL4722	CHEMBL3685213	11.0
CHEMBL2185	CHEMBL3909068	16.0
CHEMBL2147	CHEMBL3639908	0.28
CHEMBL1824	CHEMBL417478	12.0
CHEMBL1844	CHEMBL3660763	1.4
CHEMBL2695	CHEMBL3642345	29.99
CHEMBL4179	CHEMBL95692	20.0
CHEMBL331	CHEMBL3702121	5.3
CHEMBL2815	CHEMBL3676096	10.7
CHEMBL203	CHEMBL3678953	30.0
CHEMBL3650	CHEMBL3957533	3.89
CHEMBL5331	CHEMBL3093755	5.2
CHEMBL3973	CHEMBL3985692	4.266
CHEMBL4501	CHEMBL3949795	1.3
CHEMBL1974	CHEMBL1940113	5.0
CHEMBL2147	CHEMBL3687537	0.24
CHEMBL3038477	CHEMBL3963504	10.0
CHEMBL2147	CHEMBL3691956	0.04
CHEMBL3038477	CHEMBL3946556	10.0
CHEMBL4501	CHEMBL3680389	21.0
CHEMBL3553	CHEMBL3917405	10.0
CHEMBL203	CHEMBL255438	23.0
CHEMBL3038477	CHEMBL3931631	10.0
CHEMBL2363049	CHEMBL448628	25.0
CHEMBL3038477	CHEMBL3899753	10.0
CHEMBL4523	CHEMBL3933668	5.9
CHEMBL203	CHEMBL2148050	6.7
CHEMBL4501	CHEMBL3977191	5.1
CHEMBL2147	CHEMBL3687508	0.04
CHEMBL4523	CHEMBL3393698	15.0
CHEMBL2041	CHEMBL3775376	23.0
CHEMBL1862	CHEMBL2324923	1.6
CHEMBL4439	CHEMBL3261090	22.0
CHEMBL2147	CHEMBL3933719	0.255
CHEMBL260	CHEMBL453438	9.0
CHEMBL2828	CHEMBL3962177	0.1
CHEMBL5407	CHEMBL3691966	29.85
CHEMBL4937	CHEMBL3940555	8.1
CHEMBL1907601	CHEMBL3908669	0.7
CHEMBL1844	CHEMBL4095071	13.6
CHEMBL4630	CHEMBL3330148	4.05
CHEMBL2148	CHEMBL4091582	1.0
CHEMBL279	CHEMBL3696072	8.0
CHEMBL2971	CHEMBL3900224	26.0
CHEMBL3973	CHEMBL3924422	28.84
CHEMBL301	CHEMBL272668	28.0
CHEMBL2431	CHEMBL2177379	6.0
CHEMBL4722	CHEMBL408995	10.0
CHEMBL4722	CHEMBL3967012	0.12
CHEMBL279	CHEMBL3927914	5.7
CHEMBL3553	CHEMBL4071005	12.0
CHEMBL3650	CHEMBL3920007	2.399
CHEMBL1907601	CHEMBL3237719	3.0
CHEMBL5408	CHEMBL3682432	27.0
CHEMBL1907601	CHEMBL3907135	5.0
CHEMBL308	CHEMBL400749	2.5
CHEMBL3650	CHEMBL3983529	3.631
CHEMBL1913	CHEMBL2023119	3.0
CHEMBL1913	CHEMBL2023494	5.0
CHEMBL4523	CHEMBL1914471	2.0
CHEMBL2508	CHEMBL3698682	3.7
CHEMBL1913	CHEMBL3920861	9.0
CHEMBL2147	CHEMBL3943493	27.0
CHEMBL1907601	CHEMBL477064	30.0
CHEMBL203	CHEMBL4071058	3.2
CHEMBL301	CHEMBL402759	14.0
CHEMBL3650	CHEMBL3985259	10.72
CHEMBL4523	CHEMBL3895040	4.65
CHEMBL3920	CHEMBL3889579	28.0
CHEMBL3973	CHEMBL3893344	14.45
CHEMBL2148	CHEMBL3335699	10.0
CHEMBL4501	CHEMBL3680416	26.0
CHEMBL1936	CHEMBL411725	18.0
CHEMBL5408	CHEMBL3650698	30.0
CHEMBL2815	CHEMBL3671151	1.1
CHEMBL4523	CHEMBL3985018	18.4
CHEMBL2637	CHEMBL199136	3.3
CHEMBL4722	CHEMBL3675413	1.0
CHEMBL2095188	CHEMBL3335124	5.0
CHEMBL301	CHEMBL188938	3.0
CHEMBL2828	CHEMBL3921603	0.9
CHEMBL2828	CHEMBL3962919	7.1
CHEMBL3038477	CHEMBL3936005	10.0
CHEMBL4282	CHEMBL1258662	30.0
CHEMBL2007	CHEMBL3309402	15.73
CHEMBL4501	CHEMBL3966203	0.8
CHEMBL4282	CHEMBL253458	14.0
CHEMBL279	CHEMBL3918345	10.0
CHEMBL4282	CHEMBL2219422	1.0
CHEMBL1974	CHEMBL1172410	17.3
CHEMBL4722	CHEMBL1801115	17.0
CHEMBL1824	CHEMBL3357637	1.38
CHEMBL1974	CHEMBL3115681	12.22
CHEMBL1824	CHEMBL248322	18.0
CHEMBL2971	CHEMBL3907944	24.0
CHEMBL5408	CHEMBL3916897	15.0
CHEMBL279	CHEMBL3984621	2.4
CHEMBL4247	CHEMBL1796246	26.0
CHEMBL2147	CHEMBL3660042	12.0
CHEMBL1991	CHEMBL230184	18.0
CHEMBL1824	CHEMBL1630107	4.1
CHEMBL1868	CHEMBL3656099	4.0
CHEMBL3038477	CHEMBL3949588	10.0
CHEMBL4523	CHEMBL3925198	2.1
CHEMBL3116	CHEMBL3897217	4.0
CHEMBL2815	CHEMBL3675939	4.55
CHEMBL3650	CHEMBL3956493	5.129
CHEMBL2148	CHEMBL3642258	17.7
CHEMBL299	CHEMBL2153752	7.5
CHEMBL3920	CHEMBL3933598	4.7
CHEMBL2147	CHEMBL3652014	3.0
CHEMBL3920	CHEMBL3957715	0.67
CHEMBL3973	CHEMBL3890378	16.22
CHEMBL4722	CHEMBL1801131	22.0
CHEMBL2431	CHEMBL605410	7.0
CHEMBL2599	CHEMBL249317	4.0
CHEMBL2147	CHEMBL3952159	11.0
CHEMBL3038477	CHEMBL3926144	10.0
CHEMBL4282	CHEMBL512054	6.7
CHEMBL1981	CHEMBL3823235	28.1
CHEMBL2508	CHEMBL3702204	27.0
CHEMBL2041	CHEMBL2010872	5.0
CHEMBL5407	CHEMBL3687518	5.81
CHEMBL4523	CHEMBL3652029	20.0
CHEMBL2094126	CHEMBL48796	26.0
CHEMBL2148	CHEMBL3921295	5.0
CHEMBL260	CHEMBL1214135	7.0
CHEMBL4523	CHEMBL3651974	15.0
CHEMBL2971	CHEMBL1995703	6.0
CHEMBL331	CHEMBL3642026	4.1
CHEMBL1868	CHEMBL418909	24.0
CHEMBL2147	CHEMBL3687512	0.03
CHEMBL2147	CHEMBL3971351	0.3
CHEMBL5407	CHEMBL3651936	2.0
CHEMBL3920	CHEMBL3905583	2.1
CHEMBL4501	CHEMBL3937511	8.1
CHEMBL5407	CHEMBL3691964	6.68
CHEMBL4523	CHEMBL3940808	1.4
CHEMBL2147	CHEMBL4109810	2.7
CHEMBL279	CHEMBL3774904	20.0
CHEMBL2637	CHEMBL1761563	30.0
CHEMBL3038477	CHEMBL3975960	10.0
CHEMBL2292	CHEMBL3094434	6.0
CHEMBL4523	CHEMBL3956884	0.6
CHEMBL1991	CHEMBL505943	28.0
CHEMBL4501	CHEMBL3670413	3.8
CHEMBL1907601	CHEMBL3986691	7.4
CHEMBL4224	CHEMBL4078755	30.0
CHEMBL279	CHEMBL376951	1.0
CHEMBL4722	CHEMBL3897107	0.47
CHEMBL1907601	CHEMBL596174	0.056
CHEMBL1974	CHEMBL2063325	7.0
CHEMBL1907601	CHEMBL477863	20.0
CHEMBL301	CHEMBL3298310	12.0
CHEMBL4501	CHEMBL3675490	9.6
CHEMBL331	CHEMBL3237443	2.0
CHEMBL1981	CHEMBL2042694	10.0
CHEMBL3973	CHEMBL4089245	3.0
CHEMBL4722	CHEMBL3685209	8.6
CHEMBL5407	CHEMBL3687415	15.72
CHEMBL5407	CHEMBL3393704	0.7
CHEMBL2599	CHEMBL2177736	1.0
CHEMBL279	CHEMBL566003	30.0
CHEMBL1907601	CHEMBL514678	30.0
CHEMBL2147	CHEMBL3660055	10.0
CHEMBL1974	CHEMBL272183	5.0
CHEMBL308	CHEMBL401064	13.0
CHEMBL2815	CHEMBL3675935	16.95
CHEMBL301	CHEMBL1964256	26.0
CHEMBL4282	CHEMBL447114	7.0
CHEMBL279	CHEMBL3133751	17.0
CHEMBL4282	CHEMBL3970663	5.5
CHEMBL5407	CHEMBL3652029	7.0
CHEMBL4523	CHEMBL3953807	3.71
CHEMBL2147	CHEMBL3691964	0.13
CHEMBL2147	CHEMBL3676272	1.0
CHEMBL2148	CHEMBL3763991	23.0
CHEMBL2815	CHEMBL365585	4.0
CHEMBL2276	CHEMBL2204112	30.0
CHEMBL299	CHEMBL3983009	0.13
CHEMBL3650	CHEMBL3917908	1.413
CHEMBL2971	CHEMBL3928932	2.2
CHEMBL4282	CHEMBL3921412	18.0
CHEMBL1955	CHEMBL495727	1.0
CHEMBL1913	CHEMBL13354	2.0
CHEMBL2147	CHEMBL3966407	7.4
CHEMBL4630	CHEMBL1643235	7.0
CHEMBL1974	CHEMBL2443139	10.0
CHEMBL1868	CHEMBL453057	3.0
CHEMBL2147	CHEMBL3687490	0.03
CHEMBL4142	CHEMBL3913757	2.344
CHEMBL1974	CHEMBL219998	29.0
CHEMBL2007	CHEMBL2403373	13.0
CHEMBL5407	CHEMBL1910907	5.0
CHEMBL2971	CHEMBL3642294	6.4
CHEMBL2276	CHEMBL1822152	1.0
CHEMBL2147	CHEMBL1915637	13.0
CHEMBL260	CHEMBL4062023	0.8
CHEMBL3973	CHEMBL3925114	10.47
CHEMBL2815	CHEMBL3596889	22.0
CHEMBL2971	CHEMBL1934340	0.09
CHEMBL4282	CHEMBL3701753	1.4
CHEMBL5407	CHEMBL3687498	1.24
CHEMBL1907600	CHEMBL331190	20.99
CHEMBL2148	CHEMBL3593775	3.6
CHEMBL2971	CHEMBL3665164	10.0
CHEMBL5408	CHEMBL3957230	30.0
CHEMBL1868	CHEMBL347086	2.0
CHEMBL5407	CHEMBL3962808	0.625
CHEMBL4501	CHEMBL3933597	1.0
CHEMBL2147	CHEMBL3651907	1.0
CHEMBL2185	CHEMBL3685258	2.0
CHEMBL1974	CHEMBL271170	22.0
CHEMBL2147	CHEMBL3960373	0.029
CHEMBL2431	CHEMBL3701774	0.57
CHEMBL1824	CHEMBL1258231	14.5
CHEMBL2431	CHEMBL3701777	0.91
CHEMBL5408	CHEMBL3916744	30.0
CHEMBL4282	CHEMBL3672060	9.0
CHEMBL3973	CHEMBL3905633	26.3
CHEMBL4142	CHEMBL3985853	3.162
CHEMBL3529	CHEMBL3687175	6.0
CHEMBL2850	CHEMBL407980	7.0
CHEMBL1974	CHEMBL2035049	7.9
CHEMBL3905	CHEMBL1163016	7.0
CHEMBL2148	CHEMBL3665148	0.05099
CHEMBL2147	CHEMBL3957073	0.463
CHEMBL203	CHEMBL510845	30.0
CHEMBL4722	CHEMBL3675380	2.0
CHEMBL4722	CHEMBL3692208	0.6
CHEMBL4501	CHEMBL3675326	0.5
CHEMBL5407	CHEMBL3676311	18.0
CHEMBL203	CHEMBL3604943	2.0
CHEMBL2185	CHEMBL3670466	23.0
CHEMBL260	CHEMBL272888	5.0
CHEMBL3973	CHEMBL3968033	1.0
CHEMBL5331	CHEMBL3092793	0.69
CHEMBL3717	CHEMBL3919169	10.0
CHEMBL4722	CHEMBL385872	6.0
CHEMBL1936	CHEMBL212986	17.0
CHEMBL3038477	CHEMBL3954658	10.0
CHEMBL279	CHEMBL498214	26.0
CHEMBL2971	CHEMBL3896566	10.0
CHEMBL258	CHEMBL534948	8.0
CHEMBL4523	CHEMBL1915635	8.0
CHEMBL4722	CHEMBL593274	27.0
CHEMBL5570	CHEMBL509044	5.4
CHEMBL5407	CHEMBL3691976	2.1
CHEMBL3650	CHEMBL3893008	2.399
CHEMBL203	CHEMBL301018	9.0
CHEMBL1936	CHEMBL1945803	20.0
CHEMBL4523	CHEMBL3913446	0.267
CHEMBL3553	CHEMBL3359908	8.0
CHEMBL2185	CHEMBL519982	0.42
CHEMBL2095942	CHEMBL360675	14.0
CHEMBL2959	CHEMBL494135	2.0
CHEMBL2185	CHEMBL3685239	6.5
CHEMBL1936	CHEMBL1668411	9.6
CHEMBL1868	CHEMBL2409778	3.6
CHEMBL4439	CHEMBL3634707	11.0
CHEMBL1936	CHEMBL497343	10.0
CHEMBL4722	CHEMBL3675323	6.8
CHEMBL3629	CHEMBL463054	10.0
CHEMBL3038477	CHEMBL3920846	10.0
CHEMBL3650	CHEMBL3898908	1.413
CHEMBL5407	CHEMBL3691955	2.51
CHEMBL4722	CHEMBL1650542	4.0
CHEMBL5543	CHEMBL3912295	17.6
CHEMBL3973	CHEMBL3927451	13.8
CHEMBL2815	CHEMBL2113063	3.0
CHEMBL203	CHEMBL3814846	3.96
CHEMBL279	CHEMBL422758	25.0
CHEMBL3038477	CHEMBL2443044	10.0
CHEMBL3629	CHEMBL3699273	13.86
CHEMBL3650	CHEMBL4068733	1.18
CHEMBL4816	CHEMBL2177366	5.0
CHEMBL331	CHEMBL514342	0.12
CHEMBL3038477	CHEMBL3945959	10.0
CHEMBL3038477	CHEMBL3962149	10.0
CHEMBL2971	CHEMBL3642290	1.7
CHEMBL2148	CHEMBL3642324	25.3
CHEMBL4523	CHEMBL3687443	0.68
CHEMBL1824	CHEMBL392273	27.0
CHEMBL1868	CHEMBL442273	30.0
CHEMBL5570	CHEMBL1908842	2.6
CHEMBL5491	CHEMBL213313	21.0
CHEMBL4247	CHEMBL3687207	0.21
CHEMBL2599	CHEMBL2017552	4.4
CHEMBL4070	CHEMBL3681202	2.7
CHEMBL2148	CHEMBL3651052	9.7
CHEMBL3650	CHEMBL3975193	8.318
CHEMBL279	CHEMBL2023486	4.0
CHEMBL2007	CHEMBL2086751	6.0
CHEMBL2599	CHEMBL3622961	0.7
CHEMBL1907601	CHEMBL1230170	11.0
CHEMBL2508	CHEMBL3698659	5.1
CHEMBL2431	CHEMBL1095624	25.0
CHEMBL301	CHEMBL459364	5.5
CHEMBL3038477	CHEMBL3931967	10.0
CHEMBL5314	CHEMBL2036806	2.9
CHEMBL2095942	CHEMBL370237	16.0
CHEMBL2363049	CHEMBL3357642	25.8
CHEMBL4722	CHEMBL3680495	0.22
CHEMBL2971	CHEMBL272424	0.2
CHEMBL279	CHEMBL411284	2.9
CHEMBL1844	CHEMBL2023485	0.3
CHEMBL3920	CHEMBL570277	0.67
CHEMBL4282	CHEMBL3701776	1.3
CHEMBL4895	CHEMBL3932614	17.0
CHEMBL1844	CHEMBL414001	13.0
CHEMBL2815	CHEMBL3673439	3.0
CHEMBL203	CHEMBL3764603	1.63
CHEMBL331	CHEMBL3642021	4.7
CHEMBL4179	CHEMBL3393607	0.7
CHEMBL4523	CHEMBL3936230	23.77
CHEMBL2508	CHEMBL3698734	14.0
CHEMBL4523	CHEMBL4110951	0.1
CHEMBL3920	CHEMBL1093081	1.5
CHEMBL2147	CHEMBL3903402	0.185
CHEMBL4722	CHEMBL3685205	7.0
CHEMBL2637	CHEMBL2376910	12.0
CHEMBL4179	CHEMBL1946340	14.0
CHEMBL4722	CHEMBL3692212	0.9
CHEMBL2147	CHEMBL3941198	2.531
CHEMBL4142	CHEMBL3975791	3.162
CHEMBL1936	CHEMBL4071997	26.0
CHEMBL2147	CHEMBL3961249	13.72
CHEMBL2147	CHEMBL3926975	2.0
CHEMBL3797	CHEMBL4109764	0.552
CHEMBL2147	CHEMBL4113226	1.6
